id,name,absolute_magnitude_h,estimated_diameter_min_km,estimated_diameter_max_km,is_potentially_hazardous,close_approach_date,relative_velocity_km_s,miss_distance_au,orbiting_body
54520791,(2025 DR6),27.38,0.0088829042,0.0198627775,False,2025-02-21,6.1165377296,0.0181685404,Earth
54520808,(2025 DN7),25.14,0.0249203981,0.0557237043,False,2025-02-21,8.6016804763,0.0573646738,Earth
54520915,(2025 DE8),27.46,0.0085616008,0.0191443215,False,2025-02-21,15.2755267178,0.0121808372,Earth
54522522,(2025 EV),23.81,0.0459785188,0.1028110936,False,2025-02-21,14.854711064,0.1265610666,Earth
54541548,(2025 QF4),27.3,0.0092162655,0.0206081961,False,2025-02-21,10.9148777305,0.1136084085,Earth
3435023,(2008 UB95),24.8,0.0291443905,0.0651688382,False,2025-02-20,22.0516156932,0.4369095674,Earth
3599931,(2012 DV32),21.8,0.1160259082,0.2594418179,False,2025-02-20,7.3016816492,0.1968837338,Earth
3740096,(2016 AX165),23.13,0.0628861456,0.1406176963,False,2025-02-20,9.1912906633,0.0382669499,Earth
3745060,(2016 ET1),28.9,0.004411182,0.0098637028,False,2025-02-20,4.1177050206,0.0612984052,Earth
3989813,(2020 CX1),24.13,0.0396784754,0.0887237683,False,2025-02-20,6.8885720054,0.1152290906,Earth
54153128,(2021 LO),22.24,0.0947447113,0.2118556149,False,2025-02-20,18.5610690382,0.1090893406,Earth
54212701,(2021 UH2),25.13,0.0250354255,0.0559809132,False,2025-02-20,3.6661651015,0.1027797962,Earth
54439707,(2024 JK1),26.42,0.0138214936,0.0309057992,False,2025-02-20,9.251897338,0.4282625326,Earth
54520036,(2025 DR),25.01,0.026457876,0.0591616093,False,2025-02-20,31.1873542239,0.0315961132,Earth
54520928,(2025 DD15),27.5,0.008405334,0.0187948982,False,2025-02-20,6.7981832263,0.0232948673,Earth
54521226,(2025 DK22),23.75,0.0472666667,0.1056914799,False,2025-02-20,20.4498141291,0.062263866,Earth
54521715,(2025 DJ27),26.53,0.0131387781,0.0293792009,False,2025-02-20,4.8906372233,0.064029603,Earth
2798099,798099 (2012 DV32),21.79,0.1165614595,0.2606393469,False,2025-02-20,7.3016816579,0.1968837338,Earth
3520662,(2010 JR34),27.7,0.0076657557,0.0171411509,False,2025-02-28,3.6961578244,0.1039154799,Earth
3653537,(2013 VO5),21.36,0.1420872067,0.317716653,True,2025-02-28,28.7525118688,0.1811169996,Earth
3713289,(2015 FF),26.6,0.0127219879,0.0284472297,False,2025-02-28,20.3667687959,0.3645710842,Earth
54377971,(2023 QG4),22.68,0.077366861,0.1729975604,False,2025-02-28,28.0315643405,0.2799749794,Earth
54469024,(2024 RB6),27.76,0.0074568426,0.016674007,False,2025-02-28,9.3179422488,0.2278957747,Earth
54494737,(2024 UE2),25.16,0.0246919266,0.0552128263,False,2025-02-28,9.5561880944,0.4025654359,Earth
54518040,(2025 BZ7),24.61,0.0318093633,0.0711278987,False,2025-02-28,3.5337495082,0.0926991529,Earth
54520335,(2025 DR3),24.81,0.0290104841,0.0648694146,False,2025-02-28,4.950982898,0.1758247326,Earth
54520815,(2025 DU7),29.45,0.0034241673,0.0076566709,False,2025-02-28,3.2064430243,0.004580904,Earth
54521617,(2025 DB25),24.43,0.0345585074,0.0772751717,False,2025-02-28,17.909035111,0.0847943883,Earth
54521720,(2025 EA),25.95,0.0171614894,0.0383742569,False,2025-02-28,11.4477191826,0.025272211,Earth
54522101,(2025 EK),28.54,0.0052066091,0.011642332,False,2025-02-28,10.0137764271,0.0017521779,Earth
3617076,(2012 VC26),28.7,0.0048367649,0.0108153351,False,2025-02-27,7.132276212,0.2257322971,Earth
3745029,(2016 EG1),29.1,0.0040230458,0.0089958039,False,2025-02-27,15.3375680981,0.1264256097,Earth
3748560,(2016 GE1),26.7,0.0121494041,0.0271668934,False,2025-02-27,20.7836753311,0.4126910612,Earth
3802437,(2018 GC2),26.8,0.0116025908,0.0259441818,False,2025-02-27,18.2997100887,0.489774492,Earth
3843427,(2019 OV3),24.26,0.0373727432,0.0835679943,False,2025-02-27,15.1658785279,0.394715122,Earth
54110070,(2021 CH1),24.58,0.0322518756,0.0721173863,False,2025-02-27,17.2700464857,0.3423213194,Earth
54132968,(2021 FY2),25.78,0.0185590173,0.0414992243,False,2025-02-27,10.4223140535,0.2222623568,Earth
54235541,(2022 AK2),26.2,0.0152951935,0.0342010925,False,2025-02-27,25.9796805031,0.4387741318,Earth
54248345,(2022 DN1),26.32,0.0144728805,0.0323623447,False,2025-02-27,11.1892495488,0.0574319449,Earth
54322907,(2022 UG28),26.3,0.0146067964,0.0326617897,False,2025-02-27,8.8142905836,0.1078022747,Earth
54350901,(2023 FM2),24.39,0.035200998,0.0787118244,False,2025-02-27,12.9765480458,0.4979394486,Earth
54427163,(2024 CC7),26.36,0.0142087207,0.0317716653,False,2025-02-27,8.2347294628,0.053019695,Earth
54483853,(2024 SS3),24.03,0.0415484643,0.0929051906,False,2025-02-27,9.6828810377,0.3049325361,Earth
54507070,(2024 XZ18),21.92,0.109788026,0.2454934893,False,2025-02-27,8.9975995414,0.1702563156,Earth
54517337,(2025 BH4),23.19,0.0611723235,0.1367854737,False,2025-02-27,8.9922310572,0.0880306268,Earth
54520164,(2025 DJ1),25.31,0.0230438467,0.0515276076,False,2025-02-27,6.4510634001,0.0331263278,Earth
54520177,(2025 DX1),25.58,0.0203495578,0.0455029946,False,2025-02-27,13.6480034295,0.0761885682,Earth
54520308,(2025 DL2),25.37,0.0224158379,0.0501233372,False,2025-02-27,7.7470143237,0.0860699354,Earth
54520328,(2025 DK3),27.1,0.0101054342,0.0225964377,False,2025-02-27,15.6476792565,0.0071480495,Earth
54520919,(2025 DF9),26.95,0.0108281678,0.0242125192,False,2025-02-27,4.5464351427,0.0312994067,Earth
54522525,(2025 EX),23.39,0.0557898221,0.1247498347,False,2025-02-27,10.1064588111,0.0475957011,Earth
3447919,(2009 DE1),24.55,0.0327005439,0.0731206391,False,2025-02-26,18.2947751197,0.0167666962,Earth
3607626,(2012 PK24),23.64,0.0497227313,0.1111834072,False,2025-02-26,22.1029974323,0.3565943547,Earth
3673598,(2014 LZ20),24.46,0.0340843469,0.0762149166,False,2025-02-26,9.6513980248,0.418181509,Earth
3693267,(2014 TC36),25.0,0.02658,0.0594346868,False,2025-02-26,14.5809732707,0.4095614472,Earth
3733138,(2015 VK1),26.6,0.0127219879,0.0284472297,False,2025-02-26,21.6570577293,0.2902763917,Earth
3758248,(2016 QG44),22.43,0.0868070458,0.1941064553,False,2025-02-26,15.4936598204,0.1984698101,Earth
3773595,(2017 FL127),22.8,0.0732073989,0.1636967205,False,2025-02-26,16.1975427591,0.0643724209,Earth
54016311,(2020 FA3),23.4,0.0555334912,0.1241766613,False,2025-02-26,17.2407513181,0.4415601192,Earth
54316897,(2022 UY),25.49,0.0212106988,0.0474285643,False,2025-02-26,9.2250676049,0.2343669031,Earth
54426894,(2024 CX6),23.67,0.0490405098,0.1096579137,False,2025-02-26,10.4541511884,0.2792760302,Earth
54468514,(2024 QH3),25.5,0.0211132445,0.0472106499,False,2025-02-26,3.6548261648,0.2310640871,Earth
54519995,(2025 DL),23.43,0.0547715431,0.1224728936,False,2025-02-26,6.7041888382,0.1274902371,Earth
54520042,(2025 DY),26.0,0.0167708462,0.0375007522,False,2025-02-26,12.8083786704,0.0243222817,Earth
54520174,(2025 DT1),28.66,0.0049266871,0.0110164072,False,2025-02-26,7.8383759054,0.0057114029,Earth
54520788,(2025 DN6),30.17,0.0024578477,0.0054959146,False,2025-02-26,5.9986719686,0.0019940934,Earth
54521229,(2025 DO22),26.04,0.0164647438,0.0368162863,False,2025-02-26,14.1029805143,0.0502101294,Earth
54521729,(2025 DB30),29.14,0.0039496169,0.008831612,False,2025-02-26,9.1366032314,0.0025771667,Earth
54522096,(2025 EE),25.99,0.0168482569,0.0376738478,False,2025-02-26,16.9352581414,0.0181585213,Earth
54543547,(2025 RB),26.57,0.0128989683,0.02884297,False,2025-02-26,16.9719035804,0.1622586502,Earth
2523950,523950 (1998 SZ27),20.17,0.2457847746,0.5495914639,True,2025-03-01,23.2810457639,0.4677254706,Earth
3576729,(2011 OB57),26.0,0.0167708462,0.0375007522,False,2025-03-01,9.2899468185,0.2754530162,Earth
3685814,(2014 RF11),23.8,0.046190746,0.1032856481,False,2025-03-01,7.1053348142,0.4029042178,Earth
3757410,(2016 PA40),24.49,0.0336166921,0.0751692087,False,2025-03-01,8.1415048656,0.1478729689,Earth
54236423,(2022 AQ3),26.5,0.0133215567,0.0297879063,False,2025-03-01,5.5141393963,0.3878550926,Earth
54322905,(2022 UE28),21.32,0.1447288051,0.3236234466,True,2025-03-01,11.0809651348,0.2219195752,Earth
54340101,(2023 BA4),24.78,0.0294140602,0.0657718381,False,2025-03-01,13.4086956584,0.1655366359,Earth
54426893,(2024 CW6),27.59,0.0080640828,0.0180318372,False,2025-03-01,18.249145105,0.4918507988,Earth
54458197,(2024 MS2),25.93,0.0173202827,0.0387293295,False,2025-03-01,11.6510868762,0.3720074036,Earth
54520323,(2025 DD3),23.4,0.0555334912,0.1241766613,False,2025-03-01,12.7994670189,0.1427209253,Earth
54520711,(2025 DV5),25.43,0.021804944,0.0487573371,False,2025-03-01,23.5137728288,0.0414697191,Earth
54520794,(2025 DV6),23.9,0.04411182,0.0986370281,False,2025-03-01,12.7758398859,0.1167435255,Earth
54520795,(2025 DX6),24.26,0.0373727432,0.0835679943,False,2025-03-01,20.8402044616,0.064999383,Earth
54520819,(2025 DY7),25.06,0.0258556212,0.0578149266,False,2025-03-01,6.6905133477,0.13508929,Earth
54521225,(2025 DJ22),26.95,0.0108281678,0.0242125192,False,2025-03-01,13.1039566571,0.0037325559,Earth
54521608,(2025 DS24),26.23,0.0150853356,0.0337318359,False,2025-03-01,32.144972255,0.0221248007,Earth
54521716,(2025 DH27),25.69,0.0193443872,0.0432553648,False,2025-03-01,11.2849407139,0.0458092704,Earth
54521731,(2025 EC),24.55,0.0327005439,0.0731206391,False,2025-03-01,9.7326874861,0.111712138,Earth
54522099,(2025 EG),24.48,0.0337718597,0.0755161741,False,2025-03-01,12.4605518082,0.0240397657,Earth
54522526,(2025 EZ),26.8,0.0116025908,0.0259441818,False,2025-03-01,7.1369697923,0.0220426216,Earth
54522546,(2025 ER1),25.04,0.0260948603,0.0583498816,False,2025-03-01,8.2599736266,0.0497931879,Earth
54525465,(2025 FT16),23.21,0.0606114923,0.1355314169,False,2025-03-01,14.1133115498,0.0866238624,Earth
3404530,(2008 EP),24.31,0.0365220357,0.0816657545,False,2025-03-02,10.0777491143,0.0621923753,Earth
3578917,(2011 SB25),21.04,0.1646474378,0.3681628631,False,2025-03-02,15.2576280799,0.1803329996,Earth
3736205,(2015 XT128),22.1,0.1010543415,0.2259643771,False,2025-03-02,9.1227683636,0.1340649492,Earth
3766342,(2017 AT4),26.6,0.0127219879,0.0284472297,False,2025-03-02,15.3833948602,0.4094269671,Earth
3838892,(2019 ER),27.1,0.0101054342,0.0225964377,False,2025-03-02,16.812668502,0.3618091652,Earth
3838913,(2019 EM1),22.29,0.0925880583,0.2070331923,False,2025-03-02,22.6963354878,0.2357791864,Earth
3989721,(2020 CU1),24.19,0.0385971268,0.0863057993,False,2025-03-02,4.6708900901,0.3872736196,Earth
54184278,(2021 PR6),24.01,0.0419329075,0.0937648318,False,2025-03-02,7.625051023,0.463850372,Earth
54353620,(2023 FW13),26.03,0.0165407416,0.0369862226,False,2025-03-02,3.5131402805,0.0674791314,Earth
54429269,(2024 DW1),23.87,0.0447254765,0.1000092059,False,2025-03-02,25.2921960844,0.1494331292,Earth
54490129,(2024 TO9),26.66,0.0123752784,0.0276719637,False,2025-03-02,4.5058994489,0.3833951607,Earth
54518717,(2025 CV1),24.23,0.0378926498,0.0847305409,False,2025-03-02,10.320497765,0.0421643269,Earth
54520091,(2025 DA1),25.08,0.0256185754,0.0572848762,False,2025-03-02,7.5114534013,0.0788886966,Earth
54520163,(2025 DH1),26.42,0.0138214936,0.0309057992,False,2025-03-02,4.2696996043,0.0102643657,Earth
54520704,(2025 DE5),28.51,0.0052790403,0.0118042929,False,2025-03-02,7.3772193077,0.0051313377,Earth
54521222,(2025 DB22),27.15,0.0098754064,0.02208208,False,2025-03-02,14.9739576294,0.0098557783,Earth
54521728,(2025 DA30),24.66,0.0310852938,0.0695088301,False,2025-03-02,13.7164679984,0.1026205898,Earth
54522694,(2025 EA2),26.59,0.0127807099,0.0285785361,False,2025-03-02,11.0897504819,0.0139734575,Earth
54522868,(2025 EK2),25.56,0.02053785,0.0459240286,False,2025-03-02,8.3525457896,0.0389702611,Earth
54522920,(2025 ER2),27.68,0.0077366861,0.017299756,False,2025-03-02,10.9973105319,0.0056174777,Earth
54523821,(2025 EM4),26.32,0.0144728805,0.0323623447,False,2025-03-02,6.3504974064,0.054417617,Earth
54524530,(2025 FR6),24.98,0.0268259417,0.0599846292,False,2025-03-02,8.9927608946,0.0911239446,Earth
2465402,465402 (2008 HW1),17.39,0.8842090927,1.9771516375,False,2025-03-03,38.7813818691,0.1077214375,Earth
3662633,(2014 DE23),24.7,0.0305179233,0.0682401509,False,2025-03-03,12.5770663495,0.1228676361,Earth
3785694,(2017 TN2),22.23,0.095182033,0.212833496,False,2025-03-03,21.8630826106,0.0745240738,Earth
3838904,(2019 ED1),27.63,0.0079168967,0.0177027191,False,2025-03-03,7.933592095,0.0563211604,Earth
54051262,(2020 QM2),25.0,0.02658,0.0594346868,False,2025-03-03,13.3944012338,0.3032147856,Earth
54051386,(2020 QP5),18.32,0.5761757511,1.2883681464,False,2025-03-03,28.2067596199,0.1730538718,Earth
54132044,(2021 EM5),23.69,0.0485909037,0.1086525639,False,2025-03-03,10.7287672843,0.1006093975,Earth
54429645,(2024 EE1),26.02,0.0166170902,0.0371569432,False,2025-03-03,20.3150205118,0.4891272086,Earth
54468776,(2024 RE4),24.42,0.0347180222,0.0776318577,False,2025-03-03,14.0795339309,0.2170579357,Earth
54520716,(2025 DZ5),25.17,0.0245784775,0.0549591464,False,2025-03-03,7.8275095656,0.0967084064,Earth
54521219,(2025 DH15),26.12,0.0158691979,0.0354846053,False,2025-03-03,19.6705344923,0.0214942666,Earth
54521613,(2025 DX24),27.23,0.0095182033,0.0212833496,False,2025-03-03,16.465926134,0.0118370728,Earth
54522252,(2025 EL),29.27,0.0037201031,0.0083184034,False,2025-03-03,11.9648019821,0.0022917418,Earth
54522256,(2025 EN),27.26,0.0093876087,0.0209913311,False,2025-03-03,7.2233867815,0.0230175471,Earth
54522257,(2025 EO),23.2,0.0608912622,0.1361570015,False,2025-03-03,14.8791169017,0.1738142653,Earth
54522692,(2025 EY1),26.59,0.0127807099,0.0285785361,False,2025-03-03,11.1996731382,0.0052666177,Earth
54522864,(2025 EF2),26.79,0.0116561459,0.0260639347,False,2025-03-03,13.1083463722,0.0147423075,Earth
54522870,(2025 EP2),27.28,0.0093015425,0.0207988814,False,2025-03-03,12.7836145639,0.0048926773,Earth
54524988,(2025 FO12),24.31,0.0365220357,0.0816657545,False,2025-03-03,4.6379551878,0.1033278531,Earth
2513312,513312 (2007 DM41),22.06,0.102933082,0.2301653685,True,2025-03-04,21.681828484,0.1531520061,Earth
3736412,(2015 XX169),27.4,0.0088014652,0.0196806745,False,2025-03-04,5.6737295307,0.2084500433,Earth
3884243,(2019 UC11),24.75,0.0298232505,0.0666868155,False,2025-03-04,31.9097739848,0.4441387214,Earth
54130487,(2021 EN1),24.15,0.039314701,0.0879103439,False,2025-03-04,21.7931511431,0.2393535863,Earth
54323530,(2022 UA34),23.83,0.0455569852,0.1018685158,False,2025-03-04,7.2306370795,0.2699968725,Earth
54520326,(2025 DG3),25.18,0.0244655496,0.0547066321,False,2025-03-04,8.0224968793,0.0420359938,Earth
54520529,(2025 DT4),24.98,0.0268259417,0.0599846292,False,2025-03-04,17.9911161494,0.0163143535,Earth
54520807,(2025 DM7),27.1,0.0101054342,0.0225964377,False,2025-03-04,7.073869356,0.0031635051,Earth
54521609,(2025 DT24),27.52,0.0083282735,0.0186225856,False,2025-03-04,8.8293990721,0.0107300275,Earth
54522097,(2025 EF),23.63,0.049952241,0.1116966065,False,2025-03-04,16.3876601946,0.0911545952,Earth
54522696,(2025 EB2),24.38,0.0353634784,0.0790751417,False,2025-03-04,23.639014752,0.0140279839,Earth
54522867,(2025 EJ2),26.36,0.0142087207,0.0317716653,False,2025-03-04,10.1371170679,0.0337793023,Earth
54523433,(2025 EZ3),21.9,0.1108038821,0.2477650126,False,2025-03-04,14.2634124142,0.0184571222,Earth
54523639,(2025 DC50),28.26,0.0059231806,0.0132446345,False,2025-03-04,11.7447060616,0.0151052238,Earth
2535844,535844 (2015 BY310),21.89,0.1113153296,0.2489086439,True,2025-03-05,7.8605001934,0.0245499629,Earth
2539856,539856 (2017 EV2),20.92,0.1740022951,0.38908096,False,2025-03-05,22.0264590416,0.1736224854,Earth
3092253,(2000 EM26),22.51,0.0836671502,0.1870854353,False,2025-03-05,28.6792622453,0.4908204911,Earth
3475238,(2009 VZ),21.44,0.1369477737,0.3062245314,True,2025-03-05,19.2287766226,0.4929413928,Earth
3769806,(2017 DK34),26.8,0.0116025908,0.0259441818,False,2025-03-05,18.763283939,0.3376034392,Earth
54322246,(2022 UQ20),27.34,0.0090480497,0.0202320542,False,2025-03-05,17.5994369088,0.4731253735,Earth
54445920,(2024 LJ1),25.7,0.0192555078,0.0430566244,False,2025-03-05,8.7634469402,0.3243954535,Earth
54483151,(2024 SO3),21.99,0.1063053145,0.2377059096,False,2025-03-05,10.9107507471,0.1578538556,Earth
54522528,(2025 EA1),24.87,0.0282198679,0.063101543,False,2025-03-05,10.727400615,0.0429674813,Earth
54522871,(2025 EO2),25.61,0.0200703514,0.0448786701,False,2025-03-05,7.7317041905,0.0777454322,Earth
3709250,(2015 BY512),21.49,0.1338304618,0.2992540101,False,2025-03-10,17.3279837746,0.4434335602,Earth
3785931,(2017 TA6),27.1,0.0101054342,0.0225964377,False,2025-03-10,16.5818306912,0.4218581977,Earth
3843836,(2019 RB3),24.2,0.0384197891,0.0859092601,False,2025-03-10,17.8679370831,0.302261384,Earth
3989355,(2020 CB),27.7,0.0076657557,0.0171411509,False,2025-03-10,6.8791329628,0.2407226336,Earth
54131354,(2021 EU3),27.2,0.0096506147,0.0215794305,False,2025-03-10,4.3643246233,0.027325741,Earth
54184284,(2021 PF7),27.81,0.0072871041,0.0162944602,False,2025-03-10,6.8057089383,0.2103649421,Earth
54201454,(2021 SJ3),26.26,0.014878357,0.0332690178,False,2025-03-10,6.6948986969,0.422977063,Earth
54298995,(2022 QB8),25.85,0.0179702855,0.0401827799,False,2025-03-10,15.6063349126,0.2623937143,Earth
54322868,(2022 US21),21.86,0.1128638801,0.2523713081,True,2025-03-10,17.404994571,0.297459359,Earth
54430730,(2024 EZ3),25.8,0.0183888672,0.0411187571,False,2025-03-10,19.338702416,0.4511852254,Earth
54491553,(2024 TC15),26.9,0.0110803882,0.0247765013,False,2025-03-10,6.6609843032,0.3546281056,Earth
54511074,(2024 YB7),23.21,0.0606114923,0.1355314169,False,2025-03-10,4.48401435,0.1969114855,Earth
54520535,(2025 DB5),27.85,0.0071540995,0.0159970528,False,2025-03-10,2.0364405624,0.0151663275,Earth
54522535,(2025 EH1),26.84,0.0113908197,0.0254706471,False,2025-03-10,7.9764848805,0.0182658649,Earth
54523640,(2025 EK4),24.06,0.040978398,0.0916304836,False,2025-03-10,10.7894925983,0.0172350014,Earth
54017292,(2020 KR6),20.04,0.2609486033,0.5834988155,False,2025-03-11,14.6570433288,0.4584800067,Earth
54142823,(2021 AD24),23.02,0.0661538275,0.1479244553,False,2025-03-11,8.1651893234,0.1247546334,Earth
54248849,(2022 ED),29.05,0.0041167546,0.0092053431,False,2025-03-11,8.7597448126,0.1229159402,Earth
54248960,(2022 EC1),25.47,0.021406959,0.0478674154,False,2025-03-11,8.2957885412,0.1087365403,Earth
54256784,(2022 EK6),26.05,0.0163890951,0.0366471308,False,2025-03-11,19.7953128377,0.2645747005,Earth
54467971,(2024 RJ1),24.63,0.0315177333,0.0704757942,False,2025-03-11,6.8091088828,0.4433505874,Earth
54470172,(2024 RJ10),24.39,0.035200998,0.0787118244,False,2025-03-11,11.0946520506,0.3480427648,Earth
54494154,(2024 TK22),29.95,0.0027199128,0.0060819099,False,2025-03-11,7.4523563133,0.4360777936,Earth
54520333,(2025 DP3),25.59,0.0202560601,0.0452939273,False,2025-03-11,7.9068711483,0.0512046425,Earth
54520800,(2025 DB7),27.28,0.0093015425,0.0207988814,False,2025-03-11,2.5837942977,0.0247067189,Earth
54521706,(2025 DD25),25.39,0.0222103282,0.0496638037,False,2025-03-11,5.7067657428,0.0723990518,Earth
54522921,(2025 EU2),23.47,0.0537718498,0.1202375114,False,2025-03-11,18.1173742601,0.1782864641,Earth
54524644,(2025 FX7),24.04,0.0413575665,0.0924783301,False,2025-03-11,24.0548880427,0.0441867066,Earth
2494658,494658 (2000 UG11),20.71,0.191670368,0.428587972,True,2025-03-12,15.6420094725,0.1550934233,Earth
3449135,(2009 EM1),23.0,0.0667659413,0.1492931834,False,2025-03-12,11.2808376479,0.1395587529,Earth
3728859,(2015 SZ16),22.9,0.0699125232,0.1563291544,False,2025-03-12,14.1571027238,0.1318464966,Earth
3748472,(2016 FU12),26.9,0.0110803882,0.0247765013,False,2025-03-12,14.6059872886,0.3340696573,Earth
3838839,(2019 DQ),26.8,0.0116025908,0.0259441818,False,2025-03-12,7.951242276,0.1251237678,Earth
54087420,(2020 VL),25.12,0.0251509837,0.0562393094,False,2025-03-12,5.4541695173,0.1114255213,Earth
54100203,(2020 XT5),19.5,0.3346223745,0.7482383761,False,2025-03-12,16.9229957188,0.086473078,Earth
54111253,(2021 CQ3),18.944,0.4322698811,0.9665848387,False,2025-03-12,41.8286165052,0.4642281519,Earth
54131587,(2021 ER4),27.12,0.010012787,0.0223892723,False,2025-03-12,14.9819448757,0.0714615516,Earth
54290859,(2022 OQ),24.92,0.0275775053,0.0616651765,False,2025-03-12,10.0272228375,0.2970233576,Earth
54320182,(2022 UU8),27.97,0.0067694748,0.0151370059,False,2025-03-12,3.2220973568,0.1219435058,Earth
54520182,(2025 DB2),24.91,0.0277047973,0.06194981,False,2025-03-12,12.1900019846,0.0646146058,Earth
54520307,(2025 DK2),25.27,0.0234722638,0.0524855773,False,2025-03-12,6.5313168539,0.0787661869,Earth
54520331,(2025 DM3),24.16,0.0391340663,0.0875064325,False,2025-03-12,10.6369129169,0.0490416783,Earth
54520714,(2025 DY5),25.5,0.0211132445,0.0472106499,False,2025-03-12,8.4560649009,0.0249327206,Earth
54520799,(2025 DA7),24.41,0.0348782733,0.0779901901,False,2025-03-12,9.6731949586,0.0451674613,Earth
54520925,(2025 DZ14),23.7,0.0483676488,0.1081533507,False,2025-03-12,8.0235143356,0.115783622,Earth
54521224,(2025 DC22),25.84,0.0180532326,0.0403682552,False,2025-03-12,5.8532535422,0.0236956598,Earth
54521227,(2025 DL22),25.57,0.0204434871,0.0457130269,False,2025-03-12,9.919217697,0.0192167974,Earth
54522258,(2025 EP),21.84,0.1139081967,0.2547064711,False,2025-03-12,13.7665744604,0.1218797461,Earth
54522529,(2025 EB1),27.27,0.0093444765,0.0208948847,False,2025-03-12,6.4904240749,0.0142685387,Earth
54524056,(2025 FB1),26.88,0.0111829138,0.0250057554,False,2025-03-12,5.8924925808,0.0344848112,Earth
54525460,(2025 FL16),26.77,0.0117639989,0.0263051013,False,2025-03-12,6.8440924827,0.0288123787,Earth
2796120,796120 (2009 EM1),23.0,0.0667659413,0.1492931834,False,2025-03-12,11.2808376499,0.1395587529,Earth
2535844,535844 (2015 BY310),21.89,0.1113153296,0.2489086439,True,2025-03-05,7.8605001934,0.0245499629,Earth
2539856,539856 (2017 EV2),20.92,0.1740022951,0.38908096,False,2025-03-05,22.0264590416,0.1736224854,Earth
3092253,(2000 EM26),22.51,0.0836671502,0.1870854353,False,2025-03-05,28.6792622453,0.4908204911,Earth
3475238,(2009 VZ),21.44,0.1369477737,0.3062245314,True,2025-03-05,19.2287766226,0.4929413928,Earth
3769806,(2017 DK34),26.8,0.0116025908,0.0259441818,False,2025-03-05,18.763283939,0.3376034392,Earth
54322246,(2022 UQ20),27.34,0.0090480497,0.0202320542,False,2025-03-05,17.5994369088,0.4731253735,Earth
54445920,(2024 LJ1),25.7,0.0192555078,0.0430566244,False,2025-03-05,8.7634469402,0.3243954535,Earth
54483151,(2024 SO3),21.99,0.1063053145,0.2377059096,False,2025-03-05,10.9107507471,0.1578538556,Earth
54522528,(2025 EA1),24.87,0.0282198679,0.063101543,False,2025-03-05,10.727400615,0.0429674813,Earth
54522871,(2025 EO2),25.61,0.0200703514,0.0448786701,False,2025-03-05,7.7317041905,0.0777454322,Earth
3306408,(2005 XY4),23.5,0.0530340723,0.1185877909,False,2025-03-06,33.8412002657,0.4515101688,Earth
3824978,(2018 KS),27.9,0.0069912523,0.0156329154,False,2025-03-06,5.8904597323,0.2718903145,Earth
3892681,(2019 VW2),22.7,0.0766575574,0.1714115092,False,2025-03-06,21.7138682615,0.428535313,Earth
54055119,(2020 TQ3),26.5,0.0133215567,0.0297879063,False,2025-03-06,10.9228964988,0.3324610209,Earth
54130498,(2021 EY1),26.68,0.0122618211,0.0274182656,False,2025-03-06,18.5639584466,0.1267921597,Earth
54136772,(2021 GP8),22.8,0.0732073989,0.1636967205,False,2025-03-06,10.2131682409,0.1754869349,Earth
54246382,(2022 CW4),23.36,0.0565659358,0.1264852778,False,2025-03-06,18.8452666003,0.332568932,Earth
54520313,(2025 DU2),24.25,0.0375452479,0.0839537266,False,2025-03-06,17.4035573845,0.0036241863,Earth
54520334,(2025 DS3),25.16,0.0246919266,0.0552128263,False,2025-03-06,16.7794493774,0.043688648,Earth
54520337,(2025 DT3),24.81,0.0290104841,0.0648694146,False,2025-03-06,11.8392750358,0.0452446544,Earth
54520708,(2025 DJ5),25.15,0.0248058993,0.0554676771,False,2025-03-06,8.5114283577,0.0494819873,Earth
54521724,(2025 DJ29),26.43,0.0137579896,0.0307638,False,2025-03-06,3.3997049508,0.0965715356,Earth
54522523,(2025 EW),27.25,0.0094309399,0.0210882227,False,2025-03-06,3.3909259603,0.002373665,Earth
54522547,(2025 ES1),23.97,0.0427124985,0.0955080501,False,2025-03-06,10.8053743634,0.0293756141,Earth
54522690,(2025 EW1),28.56,0.0051588747,0.0115355944,False,2025-03-06,11.7640993612,0.005478977,Earth
54522691,(2025 EX1),30.76,0.0018730742,0.0041883212,False,2025-03-06,5.5679476963,0.0014582965,Earth
54524050,(2025 FW),25.94,0.0172407032,0.0385513844,False,2025-03-06,9.6536550763,0.0306476602,Earth
54524115,(2025 FE1),25.79,0.0184737464,0.0413085527,False,2025-03-06,5.6802682429,0.0886728486,Earth
54524307,(2025 FM2),25.95,0.0171614894,0.0383742569,False,2025-03-06,7.6495874187,0.0386063516,Earth
54524529,(2025 FQ6),24.97,0.0269497646,0.0602615057,False,2025-03-06,15.1134454441,0.1991930888,Earth
3324685,(2006 DU63),22.48,0.0848310762,0.189688053,False,2025-03-07,16.709719246,0.1142233486,Earth
3408585,(2008 GR3),24.9,0.0278326768,0.0622357573,False,2025-03-07,4.5673527948,0.4582132731,Earth
3449591,(2009 EP2),21.61,0.1266353563,0.283165265,True,2025-03-07,14.1876554636,0.3549993729,Earth
3744319,(2016 CW247),22.44,0.0864082036,0.1932146172,False,2025-03-07,14.2458455324,0.1284364671,Earth
3770351,(2017 EV),26.73,0.011982708,0.0267941497,False,2025-03-07,8.1641304036,0.0078121474,Earth
3791298,(2017 XT2),25.3,0.0231502122,0.0517654482,False,2025-03-07,5.6786270434,0.4297586132,Earth
