des,orbit_id,jd,cd,dist,dist_min,dist_max,v_rel,v_inf,t_sigma_f,h,fullname,Potentially Hazardous,Estimated Diameter (km)
2021 AO4,2,2460679.995163552,2025-Jan-04 11:53,0.01765220766235,0.0104061121805786,0.204052015982216,15.1162925810038,15.1063038215881,8_13:18,27.64,       (2021 AO4),No,1.053079026050309
2024 YG13,4,2460680.110401799,2025-Jan-04 14:39,0.00494816373438596,0.0049441944602874,0.00495213295934929,11.7976038511716,11.7518721831878,< 00:01,27.02,       (2024 YG13),No,1.4010736426887005
2024 YU1,17,2460680.222123909,2025-Jan-04 17:20,0.0150325147577224,0.0150153695768643,0.0150496596778634,7.31032912328973,7.28604257477258,< 00:01,25.23,       (2024 YU1),No,3.194927173393922
2025 AC2,8,2460680.268117207,2025-Jan-04 18:26,0.0240729356910236,0.0240401869492471,0.0241056839387628,6.33100866370406,6.31350168188479,< 00:01,25.33,       (2025 AC2),No,3.051131763469622
2025 AZ1,1,2460680.313815700,2025-Jan-04 19:32,0.0174424329179428,0.0173247428138826,0.0175601204924932,13.8758628751543,13.864849569802,< 00:01,27.48,       (2025 AZ1),No,1.1336029387463444
2024 YX9,3,2460680.383208374,2025-Jan-04 21:12,0.0146768382262414,0.0146281032931747,0.0147255722206804,11.2058479342185,11.1896354560462,< 00:01,26.86,       (2024 YX9),No,1.508207038088023
2024 YT3,4,2460680.540769098,2025-Jan-05 00:59,0.0277313059934428,0.027543118778078,0.0279194833073686,7.069127573744,7.05552270595034,< 00:01,26.49,       (2024 YT3),No,1.7883847715305348
2025 BQ5,3,2460681.029775999,2025-Jan-05 12:43,0.0451753684870403,0.044878194054338,0.0454725391313842,9.12901747960081,9.12255438703605,00:14,24.68,       (2025 BQ5),No,4.115863498816935
2025 AG3,1,2460681.131072080,2025-Jan-05 15:09,0.0140150519421692,0.0139771148704216,0.0140529876070155,7.45578313847723,7.43024031265078,< 00:01,28.31,       (2025 AG3),No,0.7735011488993406
2020 BC6,30,2460681.405263663,2025-Jan-05 21:44,0.024621885861381,0.0246218318622788,0.0246219398604944,22.1829594580031,22.1780805871848,< 00:01,20.85,       (2020 BC6),Yes,24.01380408243742
2024 YY21,1,2460681.698098478,2025-Jan-06 04:45,0.0371690907845176,0.0368425421719603,0.0374956090685395,5.22721617737551,5.21348427272973,00:01,26.87,       (2024 YY21),No,1.5012774562005167
2025 BC2,2,2460681.959157431,2025-Jan-06 11:01,0.0330953123248494,0.0321926803395627,0.0339979181259897,17.1033847508025,17.0986768903293,00:35,24.51,       (2025 BC2),No,4.451034526528543
